ID,default_payment_next_month
10178,0.10928558881280012
5304,0.1690003851766469
5187,0.1602450825812076
14495,0.10928558881280012
20444,0.10928558881280012
17667,0.10928558881280012
21211,0.10928558881280012
7178,0.34139453127908403
20783,0.10928558881280012
24033,0.3987232653250265
754,0.12974105038178743
23732,0.12555040301584833
6072,0.10928558881280012
17662,0.15165589792170905
5541,0.1736768519170597
22697,0.13725316823006167
29905,0.10928558881280012
6695,0.10928558881280012
12664,0.524775562077862
15392,0.10928558881280012
309,0.6014786255845697
16129,0.10928558881280012
6324,0.10928558881280012
23673,0.19429350445675006
28889,0.10928558881280012
17687,0.10928558881280012
27129,0.10928558881280012
8487,0.13725316823006167
10304,0.18036421181076925
14991,0.28506552246785244
8380,0.10928558881280012
17401,0.13759305641912986
15805,0.12476688739154625
17839,0.22803237744769303
24324,0.19353865358306163
5925,0.6846975679363988
11137,0.10928558881280012
9991,0.10928558881280012
6622,0.6417056557401123
17112,0.3851321917392588
7694,0.2427870054928186
23055,0.2888725102525643
19684,0.15044110766861724
26520,0.3425904188676207
8633,0.42619450359778566
15602,0.10928558881280012
21244,0.10787277190672599
9804,0.3106054480044106
24276,0.10928558881280012
11723,0.13759305641912986
23656,0.13725316823006167
9047,0.10928558881280012
9246,0.10951374565479206
650,0.6712172555803464
4330,0.1893014054331437
27006,0.4381752142466156
6766,0.10928558881280012
14481,0.10928558881280012
18262,0.09959287322657823
22076,0.20790237984706686
24238,0.13759305641912986
12731,0.12974105038178743
2226,0.19286842735786816
17380,0.27408814178070495
22072,0.10928558881280012
27390,0.12075791618094021
19619,0.09991027507407664
12919,0.19728606814468935
6537,0.10928558881280012
24342,0.6566894258365605
772,0.13759305641912986
12966,0.10928558881280012
18832,0.10951374565479206
9347,0.10928558881280012
29171,0.4377254768531836
18604,0.10928558881280012
25368,0.12576898287821867
14414,0.13725316823006167
4515,0.10928558881280012
27668,0.10928558881280012
20039,0.12075791618094021
28604,0.7752774405014136
19283,0.13759305641912986
29592,0.13759305641912986
5952,0.13725316823006167
14746,0.1664600603452772
8135,0.6566894258365605
936,0.1602450825812076
15106,0.1129456887374377
13717,0.3217767381576335
15431,0.10928558881280012
12176,0.09959287322657823
26616,0.5618104081088536
6585,0.13759305641912986
13415,0.2823022724386603
28033,0.7034993058202561
18775,0.10928558881280012
22414,0.3217767381576335
13628,0.4381752142466156
4437,0.34139453127908403
14083,0.1780408067904309
6745,0.22803237744769303
11214,0.1129456887374377
1200,0.13253023970790728
24915,0.13759305641912986
15317,0.6248315235226287
25130,0.10928558881280012
21497,0.10928558881280012
2432,0.4102693550703938
4312,0.13759305641912986
3390,0.6270556880403376
20785,0.13725316823006167
12516,0.13759305641912986
17228,0.10928558881280012
1845,0.13725316823006167
13834,0.10928558881280012
2290,0.10928558881280012
21988,0.21721590499816923
10445,0.12340003025085752
11991,0.15532324616415796
6818,0.10928558881280012
19525,0.12576898287821867
12878,0.25314266715406214
15762,0.09111403511387234
21397,0.1780408067904309
13127,0.10928558881280012
25072,0.6248315235226287
3227,0.10928558881280012
7260,0.13725316823006167
4366,0.13759305641912986
2185,0.12576898287821867
14132,0.10928558881280012
10094,0.2544565205516593
6815,0.10928558881280012
10788,0.10928558881280012
7364,0.12340003025085752
28316,0.1129456887374377
23427,0.6417056557401123
21496,0.09823382733740132
4802,0.7947499394451139
23522,0.10928558881280012
28206,0.10928558881280012
21212,0.10928558881280012
12017,0.12173229106333634
3081,0.10928558881280012
20225,0.6270556880403376
23735,0.10928558881280012
28396,0.10928558881280012
12618,0.10928558881280012
21897,0.1780408067904309
26866,0.5777682216995366
16713,0.10928558881280012
3319,0.3366844608098307
1177,0.10928558881280012
3511,0.10928558881280012
29192,0.13725316823006167
3229,0.10928558881280012
28167,0.10928558881280012
17445,0.34139453127908403
13853,0.12340003025085752
26977,0.10951374565479206
16572,0.6645721468951529
4969,0.12974105038178743
10276,0.10928558881280012
18699,0.34139453127908403
24230,0.7752774405014136
14127,0.13759305641912986
15285,0.10928558881280012
9057,0.13759305641912986
314,0.4552413077578204
7726,0.3217767381576335
5723,0.10928558881280012
9072,0.10928558881280012
14107,0.12340003025085752
145,0.13759305641912986
24423,0.6248315235226287
22725,0.8300216056136797
20076,0.10928558881280012
8284,0.12075791618094021
8913,0.10787277190672599
6326,0.12555040301584833
13918,0.13725316823006167
2020,0.6248315235226287
8805,0.13759305641912986
18822,0.6248315235226287
20055,0.1690003851766469
1254,0.10928558881280012
10785,0.7752774405014136
18392,0.10928558881280012
6679,0.10928558881280012
2433,0.6566894258365605
17303,0.13759305641912986
23846,0.11683326581321546
12631,0.10928558881280012
16250,0.13725316823006167
26577,0.12075791618094021
18831,0.10928558881280012
